Genus,Species,TreeDiameter,Region
Fabaceae,Abarema jupunba,0.78,South America (tropical)
Fabaceae,Abarema jupunba,0.66,South America (tropical)
Fabaceae,Abarema jupunba,0.551,South America (tropical)
Fabaceae,Abarema jupunba,0.534,South America (tropical)
Fabaceae,Abarema jupunba,0.551,South America (tropical)
Fabaceae,Abarema jupunba,0.5,South America (tropical)
Fabaceae,Abarema jupunba,0.52,South America (tropical)
Fabaceae,Abarema macradenia,0.438,Central America (tropical)
Pinaceae,Abies alba,0.353,Europe
Pinaceae,Abies amabilis,0.4,NorthAmerica
Pinaceae,Abies arizonica,0.289,NorthAmerica
Pinaceae,Abies balsamea,0.33,NorthAmerica
Pinaceae,Abies concolor,0.37,NorthAmerica
Pinaceae,Abies delavayi,0.4,China
Pinaceae,Abies ernestii,0.36,China
Pinaceae,Abies fabri,0.373,China
Pinaceae,Abies fargesii,0.34,China
Pinaceae,Abies faxoniana,0.385,China
Pinaceae,Abies forrestii,0.35,China
Pinaceae,Abies georgei,0.441,China
Pinaceae,Abies georgei,0.425,China
Pinaceae,Abies grandis,0.35,NorthAmerica
Pinaceae,Abies guatemalensis,0.43,Central America (tropical)
Pinaceae,Abies holophylla,0.336,China
Pinaceae,Abies lasiocarpa,0.31,NorthAmerica
Pinaceae,Abies magnifica,0.36,NorthAmerica
Pinaceae,Abies nephrolepis,0.331,China
Pinaceae,Abies nephrolepis,0.316,China
Pinaceae,Abies pindrow,0.38,India
Pinaceae,Abies pinsapo,0.41,Europe
Pinaceae,Abies procera,0.37,NorthAmerica
Pinaceae,Abies religiosa,0.38,Mexico
Menispermaceae,Abuta rufescens,0.45,South America (tropical)
Fabaceae,Acacia acradenia,0.904,Australia
Fabaceae,Acacia acuminata,0.895,Australia
Fabaceae,Acacia acuminata,1.008,Australia
Fabaceae,Acacia adsurgens,0.887,Australia
Fabaceae,Acacia albicorticata,0.49,South America (tropical)
Fabaceae,Acacia alleniana,0.56,Australia/PNG (tropical)
Fabaceae,Acacia ampliceps,0.568,Australia
Fabaceae,Acacia amythethophylla,1.007,Africa (extratropical)
Fabaceae,Acacia aneura,1.033,Australia/PNG (tropical)
Fabaceae,Acacia aneura,1.035,Australia
Fabaceae,Acacia aneura,1.019,Australia
Fabaceae,Acacia aneura,0.929,Australia/PNG (tropical)
Fabaceae,Acacia aneura,0.861,Australia
Fabaceae,Acacia aneura,0.996,Australia
Fabaceae,Acacia aneura,1.044,Australia
Fabaceae,Acacia aneura,0.92,Australia
Fabaceae,Acacia aneura,0.982,Australia
Fabaceae,Acacia angustissima,0.85,Mexico
Fabaceae,Acacia arabica,0.86,India
Fabaceae,Acacia aroma,0.808,South America (extratropical)
Fabaceae,Acacia atkinsiana,0.89,Australia
Fabaceae,Acacia aulacocarpa,0.581,Australia/PNG (tropical)
Fabaceae,Acacia aulacocarpa,0.612,Australia/PNG (tropical)
Fabaceae,Acacia aulacocarpa,0.594,Australia/PNG (tropical)
Fabaceae,Acacia aulacocarpa,0.689,Australia/PNG (tropical)
Fabaceae,Acacia aulacocarpa,0.86,Australia
Fabaceae,Acacia aulacocarpa,0.594,Australia/PNG (tropical)
Fabaceae,Acacia auriculiformis,0.68,Australia
Fabaceae,Acacia bakeri,0.771,Australia/PNG (tropical)
Fabaceae,Acacia bidwillii,0.67,Australia/PNG (tropical)
Fabaceae,Acacia bivenosa,0.65,Australia
Fabaceae,Acacia bivenosa,0.62,Australia
Fabaceae,Acacia brachystachya,1.01,Australia
Fabaceae,Acacia brachystachya,0.97,Australia
Fabaceae,Acacia cambagei,1.048,Australia/PNG (tropical)
Fabaceae,Acacia cambagei,1.099,Australia/PNG (tropical)
Fabaceae,Acacia cambagei,1.06,Australia/PNG (tropical)
Fabaceae,Acacia cambagei,1.158,Australia/PNG (tropical)
Fabaceae,Acacia cambagei,1.05,Australia/PNG (tropical)
Fabaceae,Acacia catechu,0.801,South+AC0-East Asia (tropical)
Fabaceae,Acacia caven,0.765,South America (extratropical)
Fabaceae,Acacia caven,0.8,South America (tropical)
Fabaceae,Acacia chisholmii,0.76,Australia/PNG (tropical)
Fabaceae,Acacia chisholmii,0.827,Australia/PNG (tropical)
Fabaceae,Acacia chundra,0.98,India
Fabaceae,Acacia citrinoviridis,0.88,Australia
Fabaceae,Acacia citrinoviridis,0.81,Australia
Fabaceae,Acacia cochliacantha,0.94,Mexico
Fabaceae,Acacia colei,0.61,Australia
Fabaceae,Acacia colei,0.766,Australia
Fabaceae,Acacia collinsii,0.8,Central America (tropical)
Fabaceae,Acacia concurrens,0.758,Australia/PNG (tropical)
Fabaceae,Acacia confusa,0.713,China
Fabaceae,Acacia confusa,0.753,China
Fabaceae,Acacia confusa,0.672,China
Fabaceae,Acacia confusa,0.791,China
Fabaceae,Acacia coriacea,0.96,Australia
Fabaceae,Acacia coriacea,0.916,Australia/PNG (tropical)
Fabaceae,Acacia craspedocarpa,0.887,Australia
Fabaceae,Acacia crassicarpa,0.577,Australia
Fabaceae,Acacia crassicarpa,0.618,Australia
Fabaceae,Acacia crassicarpa,0.581,Australia/PNG (tropical)
Fabaceae,Acacia crassicarpa,0.61,Australia/PNG (tropical)
Fabaceae,Acacia dealbata,0.568,South America (extratropical)
Fabaceae,Acacia dealbata,0.6,Australia
Fabaceae,Acacia dealbata,0.572,Australia
Fabaceae,Acacia dealbata,0.607,Australia/PNG (tropical)
Fabaceae,Acacia decurrens,0.551,Australia/PNG (tropical)
Fabaceae,Acacia decurrens,0.551,Australia/PNG (tropical)
Fabaceae,Acacia decurrens,0.582,China
Fabaceae,Acacia decurrens,0.539,China
Fabaceae,Acacia dictyophleba,0.762,Australia
Fabaceae,Acacia difficilis,0.77,Australia
Fabaceae,Acacia difficilis,0.784,Australia
Fabaceae,Acacia doratoxylon,0.788,Australia/PNG (tropical)
Fabaceae,Acacia elata,0.51,South+AC0-East Asia (tropical)
Fabaceae,Acacia erioloba,1.059,Africa (extratropical)
Fabaceae,Acacia eriopoda,0.9,Australia
Fabaceae,Acacia excelsa,0.938,Australia/PNG (tropical)
Fabaceae,Acacia excelsa,0.937,Australia/PNG (tropical)
Fabaceae,Acacia fasciculifera,0.964,Australia/PNG (tropical)
Fabaceae,Acacia ferruginea,0.88,India
Fabaceae,Acacia furcatispina,0.869,South America (extratropical)
Fabaceae,Acacia galpinii,0.659,Africa (extratropical)
Fabaceae,Acacia georginae,0.775,Australia/PNG (tropical)
Fabaceae,Acacia gerrardii,0.775,Africa (extratropical)
Fabaceae,Acacia glaucocarpa,0.78,Australia/PNG (tropical)
Fabaceae,Acacia goetzei,0.883,Africa (extratropical)
Fabaceae,Acacia grasbyi,1.054,Australia
Fabaceae,Acacia grasbyi,0.86,Australia
Fabaceae,Acacia grasbyi,1.032,Australia
Fabaceae,Acacia harpophylla,0.908,Australia
Fabaceae,Acacia harpophylla,0.884,Australia
Fabaceae,Acacia harpophylla,0.883,Australia/PNG (tropical)
Fabaceae,Acacia harpophylla,0.91,Australia/PNG (tropical)
Fabaceae,Acacia hemignosta,0.646,Australia
Fabaceae,Acacia hemsleyi,0.6,Australia
Fabaceae,Acacia hindsii,0.78,Mexico
Fabaceae,Acacia holosericea,0.749,Africa (tropical)
Fabaceae,Acacia implexa,0.589,Australia/PNG (tropical)
Fabaceae,Acacia implexa,0.689,Australia/PNG (tropical)
Fabaceae,Acacia irrorata,0.551,Australia/PNG (tropical)
Fabaceae,Acacia jennerae,0.742,Australia
Fabaceae,Acacia karroo,0.689,Africa (extratropical)
Fabaceae,Acacia laccata,0.723,Australia
Fabaceae,Acacia lasiocalyx,0.684,Australia
Fabaceae,Acacia leucophloea,0.45,Australia
Fabaceae,Acacia longifolia,0.51,Australia
Fabaceae,Acacia maconochieana,0.8,Australia
Fabaceae,Acacia maconochieana,0.801,Australia
Fabaceae,Acacia macracantha,0.73,South America (tropical)
Fabaceae,Acacia maidenii,0.62,Australia/PNG (tropical)
Fabaceae,Acacia mangium,0.448,Australia/PNG (tropical)
Fabaceae,Acacia mangium,0.474,Australia/PNG (tropical)
Fabaceae,Acacia mangium,0.519,Australia/PNG (tropical)
Fabaceae,Acacia mangium,0.474,Australia/PNG (tropical)
Fabaceae,Acacia mangium,0.594,Australia/PNG (tropical)
Fabaceae,Acacia mangium,0.49,Australia/PNG (tropical)
Fabaceae,Acacia mangium,0.55,Australia/PNG (tropical)
Fabaceae,Acacia mayana,0.73,Mexico
Fabaceae,Acacia mearnsii,0.671,Australia/PNG (tropical)
Fabaceae,Acacia mearnsii,0.65,Australia/PNG (tropical)
Fabaceae,Acacia mearnsii,0.658,Australia/PNG (tropical)
Fabaceae,Acacia melanoxylon,0.568,South America (extratropical)
Fabaceae,Acacia melanoxylon,0.57,Australia
Fabaceae,Acacia melanoxylon,0.389,Oceania
Fabaceae,Acacia melanoxylon,0.416,Oceania
Fabaceae,Acacia melanoxylon,0.637,Australia
Fabaceae,Acacia melanoxylon,0.555,Australia
Fabaceae,Acacia melanoxylon,0.559,Australia
Fabaceae,Acacia melanoxylon,0.551,Australia/PNG (tropical)
Fabaceae,Acacia mellifera,0.947,Africa (extratropical)
Fabaceae,Acacia modesta,0.835,India
Fabaceae,Acacia murrayana,0.519,Australia
Fabaceae,Acacia nilotica,0.654,Australia
Fabaceae,Acacia nilotica,0.689,Australia
Fabaceae,Acacia nilotica,0.827,Australia
Fabaceae,Acacia omalophylla,1.063,Australia/PNG (tropical)
Fabaceae,Acacia omalophylla,1.063,Australia/PNG (tropical)
Fabaceae,Acacia oraria,0.92,Australia/PNG (tropical)
Fabaceae,Acacia oshanesii,0.771,Australia/PNG (tropical)
Fabaceae,Acacia oshanesii,0.771,Australia/PNG (tropical)
Fabaceae,Acacia oswaldii,0.976,Australia
Fabaceae,Acacia pachycarpa,0.87,Australia
Fabaceae,Acacia pallidifolia,0.68,Australia
Fabaceae,Acacia papyrocarpa,1.073,Australia
Fabaceae,Acacia papyrocarpa,0.887,Australia
Fabaceae,Acacia papyrocarpa,0.966,Australia
Fabaceae,Acacia pellita,0.67,Australia
Fabaceae,Acacia pendula,0.994,Australia/PNG (tropical)
Fabaceae,Acacia penninervis,0.605,Australia
Fabaceae,Acacia penninervis,0.668,Australia
Fabaceae,Acacia peuce,1.227,Australia/PNG (tropical)
Fabaceae,Acacia podalyriifolia,0.68,Australia
Fabaceae,Acacia polyacantha,0.671,Australia
Fabaceae,Acacia polyacantha,0.607,Australia
Fabaceae,Acacia polyphylla,0.79,South America (tropical)
Fabaceae,Acacia polyphylla,0.637,South America (tropical)
Fabaceae,Acacia polyphylla,0.6,South America (tropical)
Fabaceae,Acacia polyphylla,0.49,South America (tropical)
Fabaceae,Acacia praecox,0.765,South America (extratropical)
Fabaceae,Acacia pruinocarpa,0.981,Australia
Fabaceae,Acacia pruinocarpa,0.897,Australia
Fabaceae,Acacia pubescens,0.6,Australia
Fabaceae,Acacia pubescens,0.587,Australia
Fabaceae,Acacia pubescens,0.664,Australia
Fabaceae,Acacia quadrimarginea,0.922,Australia
Fabaceae,Acacia ramulosa,1.007,Australia
Fabaceae,Acacia resinimarginea,0.996,Australia
Fabaceae,Acacia rhodoxylon,1.102,Australia/PNG (tropical)
Fabaceae,Acacia richii,0.7,South America (tropical)
Fabaceae,Acacia robusta,0.732,Africa (extratropical)
Fabaceae,Acacia salicina,0.581,Australia/PNG (tropical)
Fabaceae,Acacia sclerosperma,0.86,Australia
Fabaceae,Acacia shirleyi,1.02,Australia/PNG (tropical)
Fabaceae,Acacia shirleyi,1,Australia
Fabaceae,Acacia shirleyi,0.856,Australia/PNG (tropical)
Fabaceae,Acacia shirleyi,0.904,Australia
Fabaceae,Acacia sibilans,0.97,Australia
Fabaceae,Acacia spectabilis,0.766,Australia/PNG (tropical)
Fabaceae,Acacia stenophylla,0.775,Australia
Fabaceae,Acacia stenophylla,0.827,Australia/PNG (tropical)
Fabaceae,Acacia stenophylla,0.69,Australia
Fabaceae,Acacia stipuligera,0.81,Australia
Fabaceae,Acacia subtessarogona,1.097,Australia
Fabaceae,Acacia suma,1.21,India
Fabaceae,Acacia tenuifolia,0.49,South America (tropical)
Fabaceae,Acacia tetragonophylla,0.874,Australia
Fabaceae,Acacia tetragonophylla,1.002,Australia
Fabaceae,Acacia tomentosa,0.51,South+AC0-East Asia (tropical)
Fabaceae,Acacia trinervata,0.758,Australia/PNG (tropical)
Fabaceae,Acacia tucumanensis,0.63,South America (tropical)
Fabaceae,Acacia victoriae,0.692,Australia
Fabaceae,Acacia visco,0.688,South America (extratropical)
Fabaceae,Acacia xanthophloea,0.758,Africa (extratropical)
Fabaceae,Acacia xiphophylla,1.137,Australia
Euphorbiaceae,Acalypha caturus,0.3,South+AC0-East Asia (tropical)
Santalaceae,Acanthosyris falcata,0.645,South America (extratropical)
Santalaceae,Acanthosyris falcata,0.646,South America (extratropical)
Santalaceae,Acanthosyris glabrata,0.6,South America (tropical)
Myrtaceae,Acca sellowiana,0.75,South America (extratropical)
Sapindaceae,Acer buergerianum,0.62,China
Sapindaceae,Acer caesium,0.499,India
Sapindaceae,Acer campbellii,0.499,India
Sapindaceae,Acer campestre,0.525,Europe
Sapindaceae,Acer catalpifolium,0.45,South+AC0-East Asia
Sapindaceae,Acer cultratum,0.55,South+AC0-East Asia
Sapindaceae,Acer davidii,0.472,China
Sapindaceae,Acer davidii,0.444,China
Sapindaceae,Acer decandrum,0.574,China
Sapindaceae,Acer decandrum,0.68,China
Sapindaceae,Acer decandrum,0.62,China
Sapindaceae,Acer decandrum,0.608,China
Sapindaceae,Acer decandrum,0.75,China
Sapindaceae,Acer laurinum,0.43,South+AC0-East Asia (tropical)
Sapindaceae,Acer macrophyllum,0.44,NorthAmerica
Sapindaceae,Acer mandshuricum,0.585,China
Sapindaceae,Acer mono,0.61,China
Sapindaceae,Acer mono,0.715,China
Sapindaceae,Acer mono,0.564,China
Sapindaceae,Acer mono,0.668,China
Sapindaceae,Acer negundo,0.416,NorthAmerica
Sapindaceae,Acer nigrum,0.52,NorthAmerica
Sapindaceae,Acer niveum,0.53,South+AC0-East Asia (tropical)
Sapindaceae,Acer oblongum,0.603,India
Sapindaceae,Acer pennsylvanicum,0.44,NorthAmerica
Sapindaceae,Acer pensylvanicum,0.44,NorthAmerica
Sapindaceae,Acer pictum,0.629,India
Sapindaceae,Acer platanoides,0.508,Europe
Sapindaceae,Acer platanoides,0.525,Europe
Sapindaceae,Acer pseudoplatanus,0.508,Europe
Sapindaceae,Acer pseudoplatanus,0.51,Europe
Sapindaceae,Acer rubrum,0.49,NorthAmerica
Sapindaceae,Acer saccharinum,0.44,NorthAmerica
Sapindaceae,Acer saccharum,0.56,NorthAmerica
Sapindaceae,Acer sterculiaceum,0.353,India
Sapindaceae,Acer truncatum,0.59,China
Elaeocarpaceae,Aceratium concinnum,0.62,Australia/PNG (tropical)
Elaeocarpaceae,Aceratium concinnum,0.62,Australia/PNG (tropical)
Elaeocarpaceae,Aceratium doggrellii,0.525,Australia/PNG (tropical)
Elaeocarpaceae,Aceratium megalospermum,0.538,Australia/PNG (tropical)
Elaeocarpaceae,Aceratium megalospermum,0.538,Australia/PNG (tropical)
Elaeocarpaceae,Aceratium sericeum,0.42,South+AC0-East Asia (tropical)
Chrysobalanaceae,Acioa edulis,0.82,South America (tropical)
Chrysobalanaceae,Acioa guianensis,0.86,South America (tropical)
Malpighiaceae,Acmanthera latifolia,0.69,South America (tropical)
Myrtaceae,Acmena acuminatissima,0.63,South+AC0-East Asia (tropical)
Myrtaceae,Acmena graveolens,0.512,Australia/PNG (tropical)
Myrtaceae,Acmena graveolens,0.512,Australia/PNG (tropical)
Myrtaceae,Acmena hemilampra,0.62,Australia/PNG (tropical)
Myrtaceae,Acmena ingens,0.456,Australia/PNG (tropical)
Myrtaceae,Acmena ingens,0.456,Australia/PNG (tropical)
Myrtaceae,Acmena ingens,0.456,Australia/PNG (tropical)
Myrtaceae,Acmena macrocarpa,0.512,Australia/PNG (tropical)
Myrtaceae,Acmena resa,0.676,Australia/PNG (tropical)
Myrtaceae,Acmena smithii,0.612,Australia
Myrtaceae,Acmena smithii,0.607,Australia/PNG (tropical)
Myrtaceae,Acmena smithii,0.65,Australia/PNG (tropical)
Myrtaceae,Acmena smithii,0.676,Australia/PNG (tropical)
Myrtaceae,Acmena smithii,0.607,Australia/PNG (tropical)
Myrtaceae,Acmena smithii,0.676,Australia/PNG (tropical)
Myrtaceae,Acmenosperma claviflorum,0.758,Australia/PNG (tropical)
Apocynaceae,Acokanthera oppositifolia,0.784,Africa (extratropical)
Fabaceae,Acosmium dasycarpum,0.7,South America (extratropical)
Fabaceae,Acosmium nitens,0.74,South America (tropical)
Fabaceae,Acosmium nitens,0.827,South America (tropical)
Fabaceae,Acosmium nitens,0.82,South America (tropical)
Fabaceae,Acosmium panamense,0.81,South America (tropical)
Fabaceae,Acosmium praeclarum,0.68,South America (tropical)
Rutaceae,Acradenia euodiiformis,0.771,Australia/PNG (tropical)
Rutaceae,Acradenia euodiiformis,0.771,Australia/PNG (tropical)
Rutaceae,Acradenia frankliniae,0.628,Australia
Fabaceae,Acrocarpus fraxinifolius,0.68,India
Fabaceae,Acrocarpus fraxinifolius,0.503,South+AC0-East Asia (tropical)
Rutaceae,Acronychia acidula,0.551,Australia/PNG (tropical)
Rutaceae,Acronychia acronychioides,0.538,Australia/PNG (tropical)
Rutaceae,Acronychia goniocarpa,0.51,South+AC0-East Asia (tropical)
Rutaceae,Acronychia haplophylla,0.719,Australia/PNG (tropical)
Rutaceae,Acronychia haplophylla,0.719,Australia/PNG (tropical)
Rutaceae,Acronychia laevis,0.523,Australia/PNG (tropical)
Rutaceae,Acronychia laevis,0.551,Australia/PNG (tropical)
Rutaceae,Acronychia melicopoides,0.538,Australia/PNG (tropical)
Rutaceae,Acronychia octandra,0.551,Australia/PNG (tropical)
Rutaceae,Acronychia octandra,0.551,Australia/PNG (tropical)
Rutaceae,Acronychia oligophlebia,0.37,South+AC0-East Asia (tropical)
Rutaceae,Acronychia pedunculata,0.439,China
Rutaceae,Acronychia pedunculata,0.52,South+AC0-East Asia (tropical)
Rutaceae,Acronychia pedunculata,0.417,China
Rutaceae,Acronychia porteri,0.52,South+AC0-East Asia (tropical)
Rutaceae,Acronychia pullei,0.65,South+AC0-East Asia (tropical)
Rutaceae,Acronychia trifoliolata,0.55,South+AC0-East Asia (tropical)
Rutaceae,Acronychia vestita,0.497,Australia/PNG (tropical)
Rutaceae,Acronychia vestita,0.508,Australia/PNG (tropical)
Rutaceae,Acronychia vestita,0.607,Australia/PNG (tropical)
Rutaceae,Acronychia wilcoxiana,0.551,Australia/PNG (tropical)
Lauraceae,Actinodaphne borneensis,0.5,South+AC0-East Asia (tropical)
Lauraceae,Actinodaphne glabra,0.52,South+AC0-East Asia (tropical)
Lauraceae,Actinodaphne glomerata,0.41,South+AC0-East Asia (tropical)
Lauraceae,Actinodaphne maingayi,0.59,South+AC0-East Asia (tropical)
Lauraceae,Actinodaphne malaccensis,0.55,South+AC0-East Asia (tropical)
Lauraceae,Actinodaphne procera,0.4,South+AC0-East Asia (tropical)
Lauraceae,Actinodaphne sesquipedalis,0.65,South+AC0-East Asia (tropical)
Lauraceae,Actinodaphne sphaerocarpa,0.46,South+AC0-East Asia (tropical)
Euphorbiaceae,Actinostemon lanceolatus,0.907,South America (extratropical)
Malvaceae,Adansonia digitata,0.276,Africa (tropical)
Euphorbiaceae,Adelia oaxacana,0.87,Mexico
Euphorbiaceae,Adelia triloba,0.543,Central America (tropical)
Fabaceae,Adenanthera bicolor,0.85,South+AC0-East Asia (tropical)
Fabaceae,Adenanthera intermedia,0.78,South+AC0-East Asia (tropical)
Fabaceae,Adenanthera microsperma,0.64,South+AC0-East Asia (tropical)
Fabaceae,Adenanthera pavonina,0.7,South+AC0-East Asia (tropical)
Fabaceae,Adenanthera pavonina,0.573,China
Fabaceae,Adenanthera pavonina,0.637,China
Fabaceae,Adenanthera pavonina,0.57,South+AC0-East Asia (tropical)
Fabaceae,Adenanthera pavonina,0.88,India
Fabaceae,Adenanthera pavonina,0.77,South+AC0-East Asia (tropical)
Fabaceae,Adenanthera pavonina,0.598,China
Fabaceae,Adenanthera pavonina,0.68,China
Fabaceae,Adenanthera pavonina,0.775,Australia/PNG (tropical)
Fabaceae,Adenanthera tamarindifolia,0.73,South+AC0-East Asia (tropical)
Rosaceae,Adenostoma fasciculatum,0.75,NorthAmerica
Rubiaceae,Adina cordifolia,0.59,India
Rubiaceae,Adina globiflora,0.92,China
Rubiaceae,Adina microcephala,0.75,South+AC0-East Asia
Rubiaceae,Adina pilulifera,0.865,China
Rubiaceae,Adina pilulifera,0.917,China
Rubiaceae,Adina polycephala,0.76,South+AC0-East Asia (tropical)
Rubiaceae,Adina polycephala,0.603,South+AC0-East Asia (tropical)
Rubiaceae,Adina rubescens,0.71,South+AC0-East Asia (tropical)
Rubiaceae,Adina sessilifolia,0.603,South+AC0-East Asia (tropical)
Pentaphylacaeae,Adinandra acuminata,0.48,South+AC0-East Asia (tropical)
Pentaphylacaeae,Adinandra acutifolia,0.629,China
Pentaphylacaeae,Adinandra acutifolia,0.639,China
Pentaphylacaeae,Adinandra borneensis,0.48,South+AC0-East Asia (tropical)
Pentaphylacaeae,Adinandra collina,0.61,South+AC0-East Asia (tropical)
Pentaphylacaeae,Adinandra collina,0.33,South+AC0-East Asia (tropical)
Pentaphylacaeae,Adinandra cordifolia,0.5,South+AC0-East Asia (tropical)
Pentaphylacaeae,Adinandra dasyantha,0.46,South+AC0-East Asia (tropical)
Pentaphylacaeae,Adinandra dumosa,0.49,South+AC0-East Asia (tropical)
Pentaphylacaeae,Adinandra dumosa,0.59,South+AC0-East Asia (tropical)
Pentaphylacaeae,Adinandra forbesii,0.63,South+AC0-East Asia (tropical)
Pentaphylacaeae,Adinandra hainanensis,0.47,China
Pentaphylacaeae,Adinandra integerrima,0.56,South+AC0-East Asia (tropical)
Pentaphylacaeae,Adinandra javanica,0.51,South+AC0-East Asia (tropical)
Pentaphylacaeae,Adinandra lamponga,0.53,South+AC0-East Asia (tropical)
Pentaphylacaeae,Adinandra maculosa,0.51,South+AC0-East Asia (tropical)
Pentaphylacaeae,Adinandra millettii,0.44,China
Pentaphylacaeae,Adinandra polyneura,0.52,South+AC0-East Asia (tropical)
Pentaphylacaeae,Adinandra rantepaoensis,0.4,South+AC0-East Asia (tropical)
Pentaphylacaeae,Adinandra sarosanthera,0.53,South+AC0-East Asia (tropical)
Pentaphylacaeae,Adinandra subauriculata,0.58,South+AC0-East Asia (tropical)
Pentaphylacaeae,Adinandra subunguiculata,0.5,South+AC0-East Asia (tropical)
Rubiaceae,Adinauclea fagifolia,0.65,South+AC0-East Asia (tropical)
Rutaceae,Adiscanthus fusciflorus,0.82,South America (tropical)
Myrsinaceae,Aegiceras corniculatum,0.51,South+AC0-East Asia (tropical)
Myrsinaceae,Aegiceras floridum,0.68,South+AC0-East Asia (tropical)
Lamiaceae,Aegiphila integrifolia,0.86,South America (tropical)
Lamiaceae,Aegiphila intermedia,0.43,South America (tropical)
Lamiaceae,Aegiphila klotzkiana,0.68,South America (extratropical)
Rutaceae,Aegle marmelos,0.88,India
Rutaceae,Aegle marmelos,0.771,South+AC0-East Asia (tropical)
Sapindaceae,Aesculus chinensis,0.6,South+AC0-East Asia (tropical)
Sapindaceae,Aesculus flava,0.347,NorthAmerica
Sapindaceae,Aesculus hippocastanum,0.5,Europe
Sapindaceae,Aesculus indica,0.465,India
Sapindaceae,Aesculus octandra,0.33,NorthAmerica
Sapindaceae,Aesculus turbinata,0.45,South+AC0-East Asia
Thymelaeaceae,Aetoxylon sympetalum,0.74,South+AC0-East Asia (tropical)
Cornaceae,Afrocrania volkensii,0.81,Africa (extratropical)
Cornaceae,Afrocrania volkensii,0.516,Africa (extratropical)
Fabaceae,Afzelia africana,0.67,Africa (tropical)
Fabaceae,Afzelia africana,0.689,Africa (tropical)
Fabaceae,Afzelia africana,0.63,Africa (tropical)
Fabaceae,Afzelia africana,0.68,Africa (tropical)
Fabaceae,Afzelia africana,0.706,Africa (tropical)
Fabaceae,Afzelia africana,0.688,Africa (tropical)
Fabaceae,Afzelia africana,0.624,Africa (tropical)
Fabaceae,Afzelia africana,0.683,Africa (tropical)
Fabaceae,Afzelia africana,0.693,Africa (tropical)
Fabaceae,Afzelia africana,0.715,Africa (tropical)
Fabaceae,Afzelia africana,0.721,Africa (tropical)
Fabaceae,Afzelia africana,0.721,Africa (tropical)
Fabaceae,Afzelia africana,0.774,Africa (tropical)
Fabaceae,Afzelia africana,0.703,Africa (tropical)
Fabaceae,Afzelia bella,0.637,Africa (tropical)
Fabaceae,Afzelia bipindensis,0.689,Africa (tropical)
Fabaceae,Afzelia bipindensis,0.695,Africa (tropical)
Fabaceae,Afzelia bipindensis,0.66,Africa (tropical)
Fabaceae,Afzelia bipindensis,0.661,Africa (tropical)
Fabaceae,Afzelia bipindensis,0.752,Africa (tropical)
Fabaceae,Afzelia bipindensis,0.768,Africa (tropical)
Fabaceae,Afzelia bipindensis,0.781,Africa (tropical)
Fabaceae,Afzelia bipindensis,0.805,Africa (tropical)
Fabaceae,Afzelia bipindensis,0.825,Africa (tropical)
Fabaceae,Afzelia bipindensis,0.703,Africa (tropical)
Fabaceae,Afzelia bipindensis,0.706,Africa (tropical)
Fabaceae,Afzelia bracteata,0.68,Africa (tropical)
Fabaceae,Afzelia indet,0.689,Africa (tropical)
Fabaceae,Afzelia indet,0.67,Africa (tropical)
Fabaceae,Afzelia javanica,0.54,South+AC0-East Asia (tropical)
Fabaceae,Afzelia javanica,0.57,South+AC0-East Asia (tropical)
Fabaceae,Afzelia javanica,0.72,South+AC0-East Asia (tropical)
Fabaceae,Afzelia pachyloba,0.689,Africa (tropical)
Fabaceae,Afzelia pachyloba,0.64,Africa (tropical)
Fabaceae,Afzelia pachyloba,0.663,Africa (tropical)
Fabaceae,Afzelia pachyloba,0.615,Africa (tropical)
Fabaceae,Afzelia pachyloba,0.665,Africa (tropical)
Fabaceae,Afzelia pachyloba,0.673,Africa (tropical)
Fabaceae,Afzelia pachyloba,0.742,Africa (tropical)
Fabaceae,Afzelia pachyloba,0.76,Africa (tropical)
Fabaceae,Afzelia pachyloba,0.703,Africa (tropical)
Fabaceae,Afzelia parviflora,0.679,Africa (tropical)
Fabaceae,Afzelia quanzensis,0.689,Africa (tropical)
Fabaceae,Afzelia quanzensis,0.67,Africa (tropical)
Fabaceae,Afzelia quanzensis,0.745,Africa (tropical)
Fabaceae,Afzelia quanzensis,0.76,Africa (tropical)
Fabaceae,Afzelia rhomboidea,0.59,South+AC0-East Asia (tropical)
Araucariaceae,Agathis alba,0.38,South+AC0-East Asia (tropical)
Araucariaceae,Agathis atropurpurea,0.413,Australia/PNG (tropical)
Araucariaceae,Agathis australis,0.45,South+AC0-East Asia
Araucariaceae,Agathis borneensis,0.4,South+AC0-East Asia (tropical)
Araucariaceae,Agathis borneensis,0.38,South+AC0-East Asia (tropical)
Araucariaceae,Agathis borneensis,0.37,South+AC0-East Asia (tropical)
Araucariaceae,Agathis dammara,0.49,South+AC0-East Asia (tropical)
Araucariaceae,Agathis dammara,0.413,Australia/PNG (tropical)
Araucariaceae,Agathis labillardieri,0.38,South+AC0-East Asia (tropical)
Araucariaceae,Agathis microstachya,0.458,Australia/PNG (tropical)
Araucariaceae,Agathis microstachya,0.413,Australia/PNG (tropical)
Araucariaceae,Agathis philippinensis,0.45,South+AC0-East Asia (tropical)
Araucariaceae,Agathis robusta,0.397,Australia/PNG (tropical)
Araucariaceae,Agathis robusta,0.401,Australia
Araucariaceae,Agathis robusta,0.413,Australia/PNG (tropical)
Araucariaceae,Agathis robusta,0.413,Australia/PNG (tropical)
