Genus,Species,TreeDiameter,Region
Fagaceae,Lithocarpus korthalsii,0.72,South+AC0-East Asia (tropical)
Fagaceae,Lithocarpus kunstleri,0.88,South+AC0-East Asia (tropical)
Fagaceae,Lithocarpus lampadarius,0.82,South+AC0-East Asia (tropical)
Fagaceae,Lithocarpus lampadarius,0.76,South+AC0-East Asia (tropical)
Fagaceae,Lithocarpus longipedicellatus,0.61,China
Fagaceae,Lithocarpus longipedicellatus,0.629,China
Fagaceae,Lithocarpus longipedicellatus,0.57,China
Fagaceae,Lithocarpus longipedicellatus,0.589,China
Fagaceae,Lithocarpus lucida,0.6,South+AC0-East Asia (tropical)
Fagaceae,Lithocarpus lucida,0.76,South+AC0-East Asia (tropical)
Fagaceae,Lithocarpus maingayi,0.67,South+AC0-East Asia (tropical)
Fagaceae,Lithocarpus megacarpus,0.63,South+AC0-East Asia (tropical)
Fagaceae,Lithocarpus mucronatus,0.44,South+AC0-East Asia (tropical)
Fagaceae,Lithocarpus omalokos,0.71,South+AC0-East Asia (tropical)
Fagaceae,Lithocarpus perclusus,0.577,Australia/PNG (tropical)
Fagaceae,Lithocarpus podocarpus,0.68,South+AC0-East Asia (tropical)
Fagaceae,Lithocarpus pseudo+AC0-molucca,0.64,South+AC0-East Asia (tropical)
Fagaceae,Lithocarpus rassa,0.77,South+AC0-East Asia (tropical)
Fagaceae,Lithocarpus rassa,0.86,South+AC0-East Asia (tropical)
Fagaceae,Lithocarpus schlechteri,0.61,South+AC0-East Asia (tropical)
Fagaceae,Lithocarpus scortechinii,0.88,South+AC0-East Asia (tropical)
Fagaceae,Lithocarpus silvicolarum,0.54,South+AC0-East Asia (tropical)
Fagaceae,Lithocarpus soleriana,0.74,South+AC0-East Asia (tropical)
Fagaceae,Lithocarpus sultii,0.86,South+AC0-East Asia (tropical)
Fagaceae,Lithocarpus sundaica,0.65,South+AC0-East Asia (tropical)
Fagaceae,Lithocarpus sundaica,0.48,South+AC0-East Asia (tropical)
Fagaceae,Lithocarpus sundaica,0.46,South+AC0-East Asia (tropical)
Fagaceae,Lithocarpus symingtonianus,0.85,South+AC0-East Asia (tropical)
Fagaceae,Lithocarpus vestitus,0.72,South+AC0-East Asia (tropical)
Fagaceae,Lithocarpus wangianus,0.56,China
Anacardiaceae,Lithraea brasiliensis,0.98,South America (extratropical)
Anacardiaceae,Lithraea molleoides,0.49,South America (tropical)
Anacardiaceae,Lithraea molleoides,0.413,South America (extratropical)
Anacardiaceae,Lithraea molleoides,0.52,South America (tropical)
Lauraceae,Litsea accedens,0.47,South+AC0-East Asia (tropical)
Lauraceae,Litsea accedentoides,0.36,South+AC0-East Asia (tropical)
Lauraceae,Litsea albayana,0.36,South+AC0-East Asia (tropical)
Lauraceae,Litsea amara,0.67,South+AC0-East Asia (tropical)
Lauraceae,Litsea angulata,0.36,South+AC0-East Asia (tropical)
Lauraceae,Litsea artocarpifolia,0.34,South+AC0-East Asia (tropical)
Lauraceae,Litsea baviensis,0.413,China
Lauraceae,Litsea baviensis,0.43,China
Lauraceae,Litsea baviensis,0.44,China
Lauraceae,Litsea baviensis,0.458,China
Lauraceae,Litsea bindoniana,0.456,Australia
Lauraceae,Litsea bindoniana,0.443,Australia/PNG (tropical)
Lauraceae,Litsea brachystachya,0.39,South+AC0-East Asia (tropical)
Lauraceae,Litsea breviumbellata,0.42,Australia/PNG (tropical)
Lauraceae,Litsea calicaris,0.51,Oceania
Lauraceae,Litsea calophyllantha,0.51,South+AC0-East Asia (tropical)
Lauraceae,Litsea castanea,0.41,South+AC0-East Asia (tropical)
Lauraceae,Litsea chinensis,0.6,India
Lauraceae,Litsea confusa,0.32,South+AC0-East Asia (tropical)
Lauraceae,Litsea cordata,0.35,South+AC0-East Asia (tropical)
Lauraceae,Litsea cordata,0.37,South+AC0-East Asia (tropical)
Lauraceae,Litsea costalis,0.34,South+AC0-East Asia (tropical)
Lauraceae,Litsea crassifolia,0.49,South+AC0-East Asia (tropical)
Lauraceae,Litsea cubeba,0.31,South+AC0-East Asia (tropical)
Lauraceae,Litsea curtisii,0.31,South+AC0-East Asia (tropical)
Lauraceae,Litsea curtisii,0.34,South+AC0-East Asia (tropical)
Lauraceae,Litsea diversifolia,0.46,South+AC0-East Asia (tropical)
Lauraceae,Litsea domarensis,0.396,Australia/PNG (tropical)
Lauraceae,Litsea elliptica,0.41,South+AC0-East Asia (tropical)
Lauraceae,Litsea elliptica,0.49,South+AC0-East Asia (tropical)
Lauraceae,Litsea ferruginea,0.3,South+AC0-East Asia (tropical)
Lauraceae,Litsea ferruginea,0.51,South+AC0-East Asia (tropical)
Lauraceae,Litsea ferruginea,0.55,South+AC0-East Asia (tropical)
Lauraceae,Litsea firma,0.45,South+AC0-East Asia (tropical)
Lauraceae,Litsea firma,0.34,South+AC0-East Asia (tropical)
Lauraceae,Litsea firma,0.43,South+AC0-East Asia (tropical)
Lauraceae,Litsea firma,0.41,South+AC0-East Asia (tropical)
Lauraceae,Litsea fulva,0.51,South+AC0-East Asia (tropical)
Lauraceae,Litsea garciae,0.356,South+AC0-East Asia (tropical)
Lauraceae,Litsea glutinosa,0.443,Australia/PNG (tropical)
Lauraceae,Litsea glutinosa,0.56,South+AC0-East Asia (tropical)
Lauraceae,Litsea gracilipes,0.37,South+AC0-East Asia (tropical)
Lauraceae,Litsea grandis,0.45,South+AC0-East Asia (tropical)
Lauraceae,Litsea grandis,0.39,South+AC0-East Asia (tropical)
Lauraceae,Litsea grandis,0.46,South+AC0-East Asia (tropical)
Lauraceae,Litsea indet,0.478,South+AC0-East Asia (tropical)
Lauraceae,Litsea irianensis,0.42,South+AC0-East Asia (tropical)
Lauraceae,Litsea lancilimba,0.595,China
Lauraceae,Litsea lancilimba,0.44,South+AC0-East Asia (tropical)
Lauraceae,Litsea lancilimba,0.56,China
Lauraceae,Litsea leefeana,0.439,Australia
Lauraceae,Litsea leefeana,0.411,Australia/PNG (tropical)
Lauraceae,Litsea leefeana,0.42,Australia/PNG (tropical)
Lauraceae,Litsea leefeana,0.413,Australia/PNG (tropical)
Lauraceae,Litsea leytensis,0.34,South+AC0-East Asia (tropical)
Lauraceae,Litsea machilifolia,0.31,South+AC0-East Asia (tropical)
Lauraceae,Litsea machilifolia,0.36,South+AC0-East Asia (tropical)
Lauraceae,Litsea mappacea,0.36,South+AC0-East Asia (tropical)
Lauraceae,Litsea megacarpa,0.34,South+AC0-East Asia (tropical)
Lauraceae,Litsea monopetala,0.445,China
Lauraceae,Litsea monopetala,0.445,China
Lauraceae,Litsea monopetala,0.41,South+AC0-East Asia (tropical)
Lauraceae,Litsea monopetala,0.38,South+AC0-East Asia (tropical)
Lauraceae,Litsea monopetala,0.448,China
Lauraceae,Litsea monopetala,0.409,South+AC0-East Asia (tropical)
Lauraceae,Litsea monticola,0.4,South+AC0-East Asia (tropical)
Lauraceae,Litsea myristicaefolia,0.42,South+AC0-East Asia (tropical)
Lauraceae,Litsea nidularis,0.32,South+AC0-East Asia (tropical)
Lauraceae,Litsea nidularis,0.35,South+AC0-East Asia (tropical)
Lauraceae,Litsea noronhae,0.5,South+AC0-East Asia (tropical)
Lauraceae,Litsea oppositifolia,0.51,South+AC0-East Asia (tropical)
Lauraceae,Litsea petiolata,0.48,South+AC0-East Asia (tropical)
Lauraceae,Litsea polyantha,0.46,South+AC0-East Asia (tropical)
Lauraceae,Litsea resinosa,0.34,South+AC0-East Asia (tropical)
Lauraceae,Litsea resinosa,0.33,South+AC0-East Asia (tropical)
Lauraceae,Litsea reticulata,0.446,Australia
Lauraceae,Litsea reticulata,0.412,Australia
Lauraceae,Litsea reticulata,0.456,Australia/PNG (tropical)
Lauraceae,Litsea robusta,0.31,South+AC0-East Asia (tropical)
Lauraceae,Litsea robusta,0.43,South+AC0-East Asia (tropical)
Lauraceae,Litsea sebifera,0.6,South+AC0-East Asia
Lauraceae,Litsea teysmanni,0.39,South+AC0-East Asia (tropical)
Lauraceae,Litsea teysmanni,0.37,South+AC0-East Asia (tropical)
Lauraceae,Litsea tomentosa,0.46,South+AC0-East Asia (tropical)
Lauraceae,Litsea tomentosa,0.63,South+AC0-East Asia (tropical)
Lauraceae,Litsea umbellata,0.34,South+AC0-East Asia (tropical)
Lauraceae,Litsea vang,0.452,South+AC0-East Asia (tropical)
Lauraceae,Litsea velutina,0.42,South+AC0-East Asia (tropical)
Arecaceae,Livistona rotundifolia,0.71,South+AC0-East Asia (tropical)
Fabaceae,Loesenera kalantha,0.646,Africa (tropical)
Proteaceae,Lomatia fraxinifolia,0.839,Australia/PNG (tropical)
Proteaceae,Lomatia hirsuta,0.473,South America (extratropical)
Proteaceae,Lomatia indet,0.745,Australia/PNG (tropical)
Fabaceae,Lonchocarpus araripensis,0.85,South America (extratropical)
Fabaceae,Lonchocarpus campestris,0.89,South America (extratropical)
Fabaceae,Lonchocarpus capassa,0.758,Africa (extratropical)
Fabaceae,Lonchocarpus castilloi,0.51,South+AC0-East Asia
Fabaceae,Lonchocarpus constrictus,0.93,Mexico
Fabaceae,Lonchocarpus costaricensis,0.64,Central America (tropical)
Fabaceae,Lonchocarpus eriocarinalis,0.97,Mexico
Fabaceae,Lonchocarpus hedyosmus,0.784,South America (tropical)
Fabaceae,Lonchocarpus hedyosmus,0.77,South America (tropical)
Fabaceae,Lonchocarpus hedyosmus,0.76,South America (tropical)
Fabaceae,Lonchocarpus heptaphyllus,0.6,Central America (tropical)
Fabaceae,Lonchocarpus heptaphyllus,0.74,South America (tropical)
Fabaceae,Lonchocarpus heptaphyllus,0.674,Central America (tropical)
Fabaceae,Lonchocarpus heptaphyllus,0.733,Central America (tropical)
Fabaceae,Lonchocarpus hondurensis,0.83,Mexico
Fabaceae,Lonchocarpus hylobius,0.67,South America (tropical)
Fabaceae,Lonchocarpus indet,0.69,South America (tropical)
Fabaceae,Lonchocarpus lilloi,0.64,South America (tropical)
Fabaceae,Lonchocarpus margaritensis,0.75,South America (tropical)
Fabaceae,Lonchocarpus minimiflorus,0.78,Central America (tropical)
Fabaceae,Lonchocarpus muehlbergianus,0.72,South America (extratropical)
Fabaceae,Lonchocarpus muehlbergianus,0.602,South America (extratropical)
Fabaceae,Lonchocarpus muehlbergianus,0.54,South America (tropical)
Fabaceae,Lonchocarpus nelsii,0.771,Africa (extratropical)
Fabaceae,Lonchocarpus parviflorus,0.89,Mexico
Fabaceae,Lonchocarpus peninsularis,0.79,Mexico
Fabaceae,Lonchocarpus sericeus,0.78,South America (tropical)
Fabaceae,Lonchocarpus sericeus,0.784,South America (tropical)
Fabaceae,Lonchocarpus sericeus,0.46,Mexico
Fabaceae,Lonchocarpus sericeus,0.75,South America (tropical)
Fabaceae,Lonchocarpus sericeus,0.75,Africa (extratropical)
Fabaceae,Lonchocarpus stramineus,0.75,South America (tropical)
Fabaceae,Lonchocarpus unifoliolatus,0.86,Mexico
Fabaceae,Lonchocarpus velutinus,0.75,South America (tropical)
Ochnaceae,Lophira alata,0.775,Africa (tropical)
Ochnaceae,Lophira alata,0.878,Africa (tropical)
Ochnaceae,Lophira alata,0.921,Africa (tropical)
Ochnaceae,Lophira alata,0.963,Africa (tropical)
Ochnaceae,Lophira alata,0.904,Africa (tropical)
Ochnaceae,Lophira alata,0.856,Africa (tropical)
Ochnaceae,Lophira alata,0.882,Africa (tropical)
Ochnaceae,Lophira alata,0.881,Africa (tropical)
Ochnaceae,Lophira alata,0.883,Africa (tropical)
Ochnaceae,Lophira alata,0.892,Africa (tropical)
Ochnaceae,Lophira alata,0.893,Africa (tropical)
Ochnaceae,Lophira alata,0.893,Africa (tropical)
Ochnaceae,Lophira alata,0.894,Africa (tropical)
Ochnaceae,Lophira alata,0.896,Africa (tropical)
Ochnaceae,Lophira alata,0.898,Africa (tropical)
Ochnaceae,Lophira alata,0.906,Africa (tropical)
Ochnaceae,Lophira alata,0.91,Africa (tropical)
Ochnaceae,Lophira alata,0.928,Africa (tropical)
Ochnaceae,Lophira alata,0.934,Africa (tropical)
Ochnaceae,Lophira alata,0.945,Africa (tropical)
Ochnaceae,Lophira alata,0.95,Africa (tropical)
Ochnaceae,Lophira alata,0.978,Africa (tropical)
Ochnaceae,Lophira alata,0.982,Africa (tropical)
Ochnaceae,Lophira alata,0.809,Africa (tropical)
Ochnaceae,Lophira alata,0.966,Africa (tropical)
Ochnaceae,Lophira alata,0.9,Africa (tropical)
Ochnaceae,Lophira alata,0.72,Africa (tropical)
Ochnaceae,Lophira alata,0.94,Africa (tropical)
Ochnaceae,Lophira alata,0.86,Africa (tropical)
Ochnaceae,Lophira alata,0.87,Africa (tropical)
Ochnaceae,Lophira lanceolata,0.792,Africa (tropical)
Celastraceae,Lophopetalum beccarianum,0.51,South+AC0-East Asia (tropical)
Celastraceae,Lophopetalum javanum,0.43,South+AC0-East Asia (tropical)
Celastraceae,Lophopetalum javanum,0.36,South+AC0-East Asia (tropical)
Celastraceae,Lophopetalum ledermannii,0.46,South+AC0-East Asia (tropical)
Celastraceae,Lophopetalum littorale,0.92,South+AC0-East Asia (tropical)
Celastraceae,Lophopetalum maingayi,0.84,South+AC0-East Asia (tropical)
Celastraceae,Lophopetalum micranthum,0.39,South+AC0-East Asia (tropical)
Celastraceae,Lophopetalum oblongum,0.54,South+AC0-East Asia (tropical)
Celastraceae,Lophopetalum pachyphyllum,0.38,South+AC0-East Asia (tropical)
Celastraceae,Lophopetalum reflexum,0.78,South+AC0-East Asia (tropical)
Celastraceae,Lophopetalum subobovatum,0.54,South+AC0-East Asia (tropical)
Celastraceae,Lophopetalum torricellense,0.38,South+AC0-East Asia (tropical)
Celastraceae,Lophopetalum toxicum,0.41,South+AC0-East Asia (tropical)
Celastraceae,Lophopetalum wallichii,0.427,South+AC0-East Asia (tropical)
Celastraceae,Lophopetalum wightianum,0.37,India
Myrtaceae,Lophostemon confertus,0.73,Australia
Myrtaceae,Lophostemon confertus,0.724,Australia
Myrtaceae,Lophostemon confertus,0.758,Australia/PNG (tropical)
Myrtaceae,Lophostemon confertus,0.762,Australia
Myrtaceae,Lophostemon confertus,0.758,Australia/PNG (tropical)
Myrtaceae,Lophostemon grandiflorus,0.926,Australia/PNG (tropical)
Myrtaceae,Lophostemon grandiflorus,0.926,Australia/PNG (tropical)
Myrtaceae,Lophostemon suaveolens,0.691,Australia
Myrtaceae,Lophostemon suaveolens,0.704,Australia/PNG (tropical)
Myrtaceae,Lophostemon suaveolens,0.758,Australia/PNG (tropical)
Myrtaceae,Lophostemon suaveolens,0.551,Australia
Myrtaceae,Lophostemon suaveolens,0.758,Australia/PNG (tropical)
Myrtaceae,Lophostemon suaveolens,0.6,Australia/PNG (tropical)
Melastomataceae,Loreya arborescens,0.6,South America (tropical)
Melastomataceae,Loreya mespiloides,0.6,South America (tropical)
Hamamelidaceae,Loropetalum chinense,0.814,China
Fabaceae,Lotus scoparius,0.74,NorthAmerica
Meliaceae,Lovoa swynnertonii,0.568,Africa (tropical)
Meliaceae,Lovoa swynnertonii,0.564,Africa (extratropical)
Meliaceae,Lovoa trichilioides,0.448,Africa (tropical)
Meliaceae,Lovoa trichilioides,0.44,Africa (tropical)
Meliaceae,Lovoa trichilioides,0.387,Africa (tropical)
Meliaceae,Lovoa trichilioides,0.469,Africa (tropical)
Meliaceae,Lovoa trichilioides,0.447,Africa (tropical)
Meliaceae,Lovoa trichilioides,0.522,Africa (tropical)
Meliaceae,Lovoa trichilioides,0.39,Africa (tropical)
Meliaceae,Lovoa trichilioides,0.402,Africa (tropical)
Meliaceae,Lovoa trichilioides,0.455,Africa (tropical)
Meliaceae,Lovoa trichilioides,0.473,Africa (tropical)
Meliaceae,Lovoa trichilioides,0.475,Africa (tropical)
Meliaceae,Lovoa trichilioides,0.498,Africa (tropical)
Meliaceae,Lovoa trichilioides,0.532,Africa (tropical)
Meliaceae,Lovoa trichilioides,0.455,Africa (tropical)
Meliaceae,Lovoa trichilioides,0.469,Africa (tropical)
Meliaceae,Lovoa trichilioides,0.45,Africa (tropical)
Meliaceae,Lovoa trichilioides,0.4,Africa (tropical)
Meliaceae,Lovoa trichilioides,0.48,Africa (tropical)
Meliaceae,Lovoa trichilioides,0.45,Africa (tropical)
Anacardiaceae,Loxopterygium huasango,0.73,South America (tropical)
Anacardiaceae,Loxopterygium sagotii,0.56,South America (tropical)
Anacardiaceae,Loxopterygium sagotii,0.585,South America (tropical)
Anacardiaceae,Loxopterygium sagotii,0.54,South America (tropical)
Salicaceae,Ludia indet,0.81,Madagascar
Salicaceae,Ludia indet,0.814,Madagascar
Malvaceae,Luehea candida,0.91,Mexico
Malvaceae,Luehea cymulosa,0.48,South America (tropical)
Malvaceae,Luehea divaricata,0.64,South America (extratropical)
Malvaceae,Luehea divaricata,0.533,South America (extratropical)
Malvaceae,Luehea divaricata,0.516,South America (extratropical)
Malvaceae,Luehea indet,0.5,South America (tropical)
Malvaceae,Luehea paniculata,0.54,South America (tropical)
Malvaceae,Luehea seemannii,0.417,Central America (tropical)
Malvaceae,Lueheopsis duckeana,0.62,South America (tropical)
Malvaceae,Lueheopsis duckeana,0.58,South America (tropical)
Malvaceae,Lueheopsis duckeana,0.629,South America (tropical)
Malvaceae,Lueheopsis duckeana,0.61,South America (tropical)
Malvaceae,Lueheopsis duckeana,0.64,South America (tropical)
Malvaceae,Lueheopsis rosea,0.33,South America (tropical)
Malvaceae,Lueheopsis rugosa,0.53,South America (tropical)
Malvaceae,Lueheopsis rugosa,0.551,South America (tropical)
Malvaceae,Lueheopsis rugosa,0.56,South America (tropical)
Combretaceae,Lumnitzera littorea,0.67,South+AC0-East Asia (tropical)
Combretaceae,Lumnitzera littorea,0.67,South+AC0-East Asia (tropical)
Combretaceae,Lumnitzera littorea,0.663,Australia/PNG (tropical)
Combretaceae,Lumnitzera littorea,0.744,South+AC0-East Asia (tropical)
Combretaceae,Lumnitzera racemosa,0.71,South+AC0-East Asia (tropical)
Salicaceae,Lunania mexicana,0.58,Mexico
Salicaceae,Lunania parviflora,0.635,South America (tropical)
Solanaceae,Lycianthes banahaensis,0.44,South+AC0-East Asia (tropical)
Myrtaceae,Lysicarpus angustifolius,0.689,Australia/PNG (tropical)
Myrtaceae,Lysicarpus angustifolius,0.689,Australia/PNG (tropical)
Fabaceae,Lysidice rhodostegia,0.525,South+AC0-East Asia (tropical)
Fabaceae,Lysiloma bahamensis,0.6,South+AC0-East Asia
Fabaceae,Lysiloma indet,0.63,South America (tropical)
Fabaceae,Lysiloma latisiliqua,0.65,South+AC0-East Asia
Fabaceae,Lysiloma latisiliquum,0.62,South America (tropical)
Fabaceae,Lysiloma microphyllum,0.92,Mexico
Euphorbiaceae,Mabea biglandulosa,0.57,South America (tropical)
Euphorbiaceae,Mabea nitida,0.7,South America (tropical)
Euphorbiaceae,Mabea nitida,0.6,South America (tropical)
Euphorbiaceae,Mabea nitida,0.64,South America (tropical)
Euphorbiaceae,Mabea piriri,0.59,South America (tropical)
Euphorbiaceae,Mabea piriri,0.603,South America (tropical)
Euphorbiaceae,Mabea piriri,0.6,South America (tropical)
Euphorbiaceae,Mabea speciosa,0.67,South America (tropical)
Euphorbiaceae,Mabea speciosa,0.6,South America (tropical)
Euphorbiaceae,Mabea subserrulata,0.6,South America (tropical)
Euphorbiaceae,Mabea subsessilis,0.6,South America (tropical)
Olacaceae,Maburea trinervis,0.818,South America (tropical)
Proteaceae,Macadamia hildebrandii,0.58,South+AC0-East Asia (tropical)
Proteaceae,Macadamia ternifolia,0.895,Australia/PNG (tropical)
Proteaceae,Macadamia whelanii,0.481,Australia/PNG (tropical)
Proteaceae,Macadamia whelanii,0.857,Australia/PNG (tropical)
Euphorbiaceae,Macaranga aleuritoides,0.24,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga aleuritoides,0.327,Australia/PNG (tropical)
Euphorbiaceae,Macaranga beccariana,0.29,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga bicolor,0.299,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga brevipetiolata,0.6,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga capensis,0.416,Africa (tropical)
Euphorbiaceae,Macaranga capensis,0.45,Africa (extratropical)
Euphorbiaceae,Macaranga capensis,0.482,Africa (extratropical)
Euphorbiaceae,Macaranga celebica,0.51,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga conglomerata,0.416,Africa (tropical)
Euphorbiaceae,Macaranga conglomerata,0.413,Africa (tropical)
Euphorbiaceae,Macaranga conifera,0.33,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga denticulata,0.458,China
Euphorbiaceae,Macaranga denticulata,0.33,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga denticulata,0.491,China
Euphorbiaceae,Macaranga denticulata,0.455,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga diepenhorstii,0.3,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga gigantea,0.29,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga gigantea,0.3,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga hispida,0.25,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga hosei,0.23,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga hosei,0.27,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga hosei,0.33,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga hullettii,0.32,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga hypoleuca,0.24,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga hypoleuca,0.27,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga hypoleuca,0.28,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga inamoena,0.482,Australia/PNG (tropical)
Euphorbiaceae,Macaranga indet,0.31,Africa (tropical)
Euphorbiaceae,Macaranga inermis,0.38,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga involucrata,0.67,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga javanica,0.4,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga kilimandscharica,0.4,South+AC0-East Asia
Euphorbiaceae,Macaranga kingii,0.6,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga leonardii,0.44,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga longestipulata,0.36,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga lowii,0.65,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga lowii,0.7,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga maingayi,0.6,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga mappa,0.27,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga mellifera,0.357,Africa (extratropical)
Euphorbiaceae,Macaranga myriantha,0.4,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga papuana,0.26,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga populifolia,0.33,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga pruinosa,0.31,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga pseudopruinosa,0.29,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga puncticulata,0.31,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga rhizinoides,0.31,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga sampsoni,0.321,China
Euphorbiaceae,Macaranga sampsoni,0.336,China
Euphorbiaceae,Macaranga sampsonii,0.34,China
Euphorbiaceae,Macaranga semiglobosa,0.31,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga tanarius,0.482,Australia/PNG (tropical)
Euphorbiaceae,Macaranga tanarius,0.43,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga trichocarpa,0.43,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga triloba,0.34,South+AC0-East Asia (tropical)
Euphorbiaceae,Macaranga triloba,0.3,South+AC0-East Asia (tropical)
Rhizophoraceae,Macarisia pyramidata,0.687,Madagascar
Rubiaceae,Macbrideina peruviana,0.54,South America (tropical)
Fabaceae,Machaerium aculeatum,0.24,South America (tropical)
Fabaceae,Machaerium acutifolium,1.12,South America (extratropical)
Fabaceae,Machaerium allemanii,0.842,South America (extratropical)
Fabaceae,Machaerium allemanii,0.942,South America (extratropical)
Fabaceae,Machaerium allemanii,1,South America (extratropical)
Fabaceae,Machaerium brasiliense,0.66,South America (extratropical)
Fabaceae,Machaerium firmum,0.9,South America (extratropical)
Fabaceae,Machaerium firmum,0.905,South America (extratropical)
Fabaceae,Machaerium firmum,0.93,South America (extratropical)
Fabaceae,Machaerium firmum,0.99,South America (extratropical)
Fabaceae,Machaerium firmum,0.998,South America (extratropical)
Fabaceae,Machaerium firmum,1.089,South America (extratropical)
Fabaceae,Machaerium fulvovenosum,1.04,South America (extratropical)
Fabaceae,Machaerium hirtum,0.66,South America (extratropical)
Fabaceae,Machaerium incorruptibile,0.851,South America (extratropical)
Fabaceae,Machaerium incorruptibile,0.981,South America (extratropical)
Fabaceae,Machaerium incorruptibile,1.012,South America (extratropical)
Fabaceae,Machaerium indet,0.7,South America (tropical)
Fabaceae,Machaerium lunatum,0.24,South America (tropical)
Fabaceae,Machaerium millei,0.24,South America (tropical)
Fabaceae,Machaerium minutiflorum,0.84,South America (extratropical)
Fabaceae,Machaerium opacum,0.8,South America (extratropical)
Fabaceae,Machaerium scleroxylon,0.86,South America (tropical)
Fabaceae,Machaerium scleroxylon,0.88,South America (extratropical)
Fabaceae,Machaerium scleroxylon,0.75,South America (tropical)
Fabaceae,Machaerium scleroxylon,0.8,South America (tropical)
Fabaceae,Machaerium villosum,0.85,South America (extratropical)
Fabaceae,Machaerium villosum,0.69,South America (tropical)
Fabaceae,Machaerium villosum,0.8,South America (tropical)
Araliaceae,Mackinlaya confusa,0.725,Australia
Moraceae,Maclura indet,0.55,Africa (tropical)
Moraceae,Maclura javanica,0.81,South+AC0-East Asia (tropical)
Moraceae,Maclura pomifera,0.76,NorthAmerica
Moraceae,Maclura regia,0.54,South+AC0-East Asia
Moraceae,Maclura tinctoria,0.76,South America (tropical)
Moraceae,Maclura tinctoria,0.745,South America (tropical)
Moraceae,Maclura tinctoria,0.88,South America (extratropical)
Moraceae,Maclura tinctoria,0.72,Central America (tropical)
Moraceae,Maclura tinctoria,0.775,South America (tropical)
Moraceae,Maclura tinctoria,0.96,Mexico
Moraceae,Maclura tinctoria,0.7,South America (tropical)
Moraceae,Maclura tinctoria,0.757,South America (extratropical)
Moraceae,Maclura tinctoria,0.761,South America (extratropical)
Moraceae,Maclura tinctoria,0.73,South America (tropical)
Moraceae,Maclura tinctoria,0.71,South America (tropical)
Moraceae,Maclura tinctoria,0.971,South America (extratropical)
Moraceae,Maclura tinctoria,1.019,South America (extratropical)
Moraceae,Maclura tinctoria,0.72,Central America (tropical)
Moraceae,Maclura tinctoria,0.71,South America (tropical)
Moraceae,Maclura tricuspidata,0.852,China
Moraceae,Maclura tricuspidata,0.926,China
Moraceae,Maclura tricuspidata,0.93,China
Rutaceae,Maclurodendron porteri,0.55,South+AC0-East Asia (tropical)
Apocynaceae,Macoubea guianensis,0.4,South America (tropical)
Apocynaceae,Macoubea guianensis,0.413,South America (tropical)
Apocynaceae,Macoubea guianensis,0.43,South America (tropical)
Rubiaceae,Macrocnemum roseum,0.45,South America (tropical)
Fabaceae,Macrolobium acaciifolium,0.625,South America (tropical)
Fabaceae,Macrolobium acaciifolium,0.45,South America (tropical)
Fabaceae,Macrolobium acaciifolium,0.54,South America (tropical)
Fabaceae,Macrolobium acaciifolium,0.49,South America (tropical)
Fabaceae,Macrolobium acaciifolium,0.65,South America (tropical)
Fabaceae,Macrolobium angustifolium,0.7,South America (tropical)
Fabaceae,Macrolobium angustifolium,0.65,South America (tropical)
